C:\Users\jay\python code\jasons_testNametest.tiff,[9564.717542120912],[9795.203171456888],[12051.75817641229],[10600.832507433102],[9972.995044598612],[10673.902874132806],[8711.86521308226],[10681.577799801784],[10829.890981169474],[10388.281466798811],[5232.038998448926],[6203.816530024374],[7131.756259694217],[6604.532683359184],[5563.944161311766],[5160.271216485708],[5368.905827609129],[7126.495014402836],[6199.689785065367],[5339.380456459118]
jasons_testNamerhett-delta-spike300.tiff,14235.38268506901,16000.963613550815,22520.331242158092,7220.195734002509,45722.579673776665,5059.6135508155585,41749.480552070265,16140.486825595985,23026.790464240905,28958.996235884566,28501.84190715182,26643.914680050188,47019.08155583438,4576.361355081556,15436.647427854454,15807.036386449185,19618.208281053954,32361.294855708908,7816.110414052698,51970.12797992472,30954.519447929735,15996.627352572146,31923.31242158093,9204.115432873275,26445.63111668758,25487.016311166877,9363.513174404015,36374.14303638645,6276.33626097867,21607.106649937265,14651.904642409034,46272.7026348808,35801.39523212045,43380.69761606023,4791.086574654956,32403.41279799247,19100.466750313677,27782.705144291092,40851.9347553325,6748.5872020075285,39505.94730238394,37783.48808030113,11930.499372647428,43489.746549560856,29637.741530740277,57951.37766624843,6617.535759096612,58798.735257214554,4403.151819322459,8268.08496551724,11832.143448275861,12352.891586206897,13483.776,17137.911172413795,18862.000551724137,15058.321655172414,11798.713379310344,15035.952551724138,15512.377379310345,17725.726896551725,21224.889379310345,22162.374620689654,19728.90924137931,11092.135724137932,14703.567448275862,15068.91475862069,17931.489103448275,18147.79144827586,22854.912,20332.040827586206,12255.607172413793,16316.910344827586,13030.263172413794,20266.71668965517,17632.16331034483,21366.920827586207,14849.315310344828,11424.873931034483,15263.863172413792,16444.694068965517,25614.34924137931,23608.028689655173,21733.790896551724,17626.972689655173,14330.822620689654,18457.44551724138,20177.928827586205,27255.556413793103,19378.816,24755.63255172414,15786.478344827587,13906.321655172414,18603.347862068964,23926.316137931033,26146.524689655173,18810.13848275862,24007.459310344828,14947.451586206897
jasons_testNamerhett-delta-spike300.tiff,2244.0150564617315,2803.1518193224592,10865.545796737766,14109.229611041404,4107.402760351318,4408.291091593475,3289.2948557089085,2324.7979924717692,3096.3312421580927,2341.5006273525723,4133.580928481807,5316.657465495608,5928.07026348808,5814.925972396487,4309.038895859473,2676.4366373902135,11473.18444165621,13074.790464240903,17246.393977415308,8149.119196988708,39727.01631116687,3365.5006273525723,3057.5457967377665,14015.196988707654,17609.11417816813,25346.40903387704,26013.390213299874,23280.74278544542,3853.4905897114177,2904.97365119197,12414.755332496863,14052.697616060226,17061.500627352572,29454.95608531995,7945.796737766625,8092.506900878294,3763.232120451694,14259.713927227102,27775.27728983689,8844.928481806775,25165.109159347554,23126.323713927228,4557.651191969887,4649.194479297365,6598.58469259724,18164.838143036388,15417.656210790465,41092.07528230866,32461.26976160602,2247.1856551724136,4593.222620689655,7604.912551724138,7231.488,4780.032,4284.928,7780.700689655172,2800.657655172414,3467.776,6046.72,7081.683862068966,8034.048,6349.131034482759,10291.023448275862,3181.038344827586,4985.688275862069,10280.774620689655,13318.691310344828,13744.322206896552,15813.172965517242,19083.10951724138,3707.674482758621,5553.743448275862,12688.816551724138,16195.575172413794,16700.59696551724,18205.52827586207,20436.806620689655,4043.705379310345,5964.738206896552,12299.590620689654,15213.793103448275,15409.456551724137,17640.761379310345,18689.871448275862,5074.264275862069,5635.425103448276,13761.602206896552,16346.959448275862,13932.870620689655,21883.564137931033,18374.263172413794,5238.510344827586,5330.873379310345,13127.51227586207,15584.494344827586,18893.35172413793,26622.56551724138,23399.23420689655
jasons_testNamerhett-delta-spike300.tiff,1711.939774153074,3229.2296110414054,4282.138017565872,3646.3136762860727,12295.548306148055,14474.519447929737,16409.57590966123,1898.8005018820577,4122.579673776662,3645.831869510665,4436.677540777917,15379.031367628608,15710.313676286072,23462.363864491843,1946.0978670012546,6474.599749058971,3905.2848180677543,4731.342534504392,11717.179422835634,14344.83312421581,16755.794228356335,1895.1066499372648,4795.583437892095,6078.072772898369,5140.476787954831,15720.23086574655,24459.563362609788,9111.849435382685,2272.682559598494,6530.489335006274,4609.04391468005,4775.588456712672,8204.12547051443,17094.10288582183,16606.79548306148,2640.140526976161,4667.101631116688,4691.673776662485,7652.376411543288,24930.0878293601,16152.210790464242,26312.25094102886,2291.392722710163,4532.356336260978,6092.848180677541,5505.124215809285,12880.542032622334,35252.35633626098,28616.331242158092,2371.160275862069,3073.306482758621,3185.6816551724137,5316.868413793103,9958.770758620689,12781.638620689655,12562.723310344827,2707.2617931034483,4006.6295172413793,3565.250206896552,6159.969103448276,13456.993103448276,16755.36772413793,17736.862896551724,3355.224275862069,5243.215448275862,3687.883034482759,6776.0286896551725,13536.891586206897,15270.695724137931,17386.12524137931,3110.0115862068965,5958.505931034483,4822.607448275862,6520.390620689655,15014.139586206897,16273.884689655173,15116.098206896551,3649.024,5672.862896551725,5147.76275862069,5699.054344827587,13384.403862068966,16234.08551724138,19829.075862068967,3577.1321379310343,4959.673379310345,4561.902344827587,10296.827586206897,16574.097655172412,19687.52993103448,24581.287724137932,3205.5084137931035,4872.015448275862,4778.884413793104,7134.976,16882.948413793103,20738.732137931034,26458.191448275862
jasons_testNamerhett-delta-spike300.tiff,14235.38268506901,16000.963613550815,22520.331242158092,7220.195734002509,45722.579673776665,5059.6135508155585,41749.480552070265,16140.486825595985,23026.790464240905,28958.996235884566,28501.84190715182,26643.914680050188,47019.08155583438,4576.361355081556,15436.647427854454,15807.036386449185,19618.208281053954,32361.294855708908,7816.110414052698,51970.12797992472,30954.519447929735,15996.627352572146,31923.31242158093,9204.115432873275,26445.63111668758,25487.016311166877,9363.513174404015,36374.14303638645,6276.33626097867,21607.106649937265,14651.904642409034,46272.7026348808,35801.39523212045,43380.69761606023,4791.086574654956,32403.41279799247,19100.466750313677,27782.705144291092,40851.9347553325,6748.5872020075285,39505.94730238394,37783.48808030113,11930.499372647428,43489.746549560856,29637.741530740277,57951.37766624843,6617.535759096612,58798.735257214554,4403.151819322459,8268.08496551724,11832.143448275861,12352.891586206897,13483.776,17137.911172413795,18862.000551724137,15058.321655172414,11798.713379310344,15035.952551724138,15512.377379310345,17725.726896551725,21224.889379310345,22162.374620689654,19728.90924137931,11092.135724137932,14703.567448275862,15068.91475862069,17931.489103448275,18147.79144827586,22854.912,20332.040827586206,12255.607172413793,16316.910344827586,13030.263172413794,20266.71668965517,17632.16331034483,21366.920827586207,14849.315310344828,11424.873931034483,15263.863172413792,16444.694068965517,25614.34924137931,23608.028689655173,21733.790896551724,17626.972689655173,14330.822620689654,18457.44551724138,20177.928827586205,27255.556413793103,19378.816,24755.63255172414,15786.478344827587,13906.321655172414,18603.347862068964,23926.316137931033,26146.524689655173,18810.13848275862,24007.459310344828,14947.451586206897
jasons_testNamerhett-delta-spike300_1.tiff,14199.728983688834,15944.190715181932,22240.76286072773,7174.022584692597,45380.436637390216,5016.491844416562,41476.577164366376,16077.370138017566,23039.55834378921,28739.73400250941,28222.47427854454,26337.96737766625,46872.83312421581,4541.350062735257,15374.715181932246,15727.217063989963,19363.41279799247,32153.013801756588,7895.92973651192,51642.47929736512,30695.62860727729,15881.475533249686,31718.705144291092,9091.854454203261,26141.229611041406,25019.583437892095,9348.095357590966,36042.96110414053,6329.656210790465,21360.341279799246,14526.07277289837,46005.40025094103,35220.41656210791,42995.39272271017,4787.954830614805,32365.30991217064,18835.57340025094,27546.860727728985,40509.30991217064,6784.642409033877,39060.49686323714,37409.003764115434,11915.643663739022,43101.75156838143,29377.34504391468,57853.892095357594,6466.0878293601,58727.84943538268,4385.485570890841,8247.869793103448,11778.436413793104,12241.531586206896,13313.434482758621,16973.281103448277,18761.489655172412,14942.00496551724,11762.251034482759,14965.512827586206,15385.758896551724,17567.492413793105,21060.894896551723,21992.293517241378,19632.366344827587,11029.331862068966,14627.976827586206,14936.20524137931,17806.750896551723,18039.32248275862,22744.92027586207,20170.24,12199.168,16207.872,12907.820137931034,20103.287172413795,17465.220413793104,21231.56303448276,14755.447172413793,11394.18924137931,15139.328,16244.012137931035,25382.60303448276,23399.980137931034,21575.04,17516.296827586208,14288.353103448277,18280.66427586207,19969.31972413793,27106.899862068967,19207.132689655173,24544.185379310344,15670.201379310345,13834.725517241379,18435.019034482757,23757.153103448276,26031.13048275862,18766.812689655173,23914.959448275862,14887.022344827586
jasons_testNamerhett-delta-spike300_2.tiff,7546.700125470515,10261.038895859472,21648.642409033877,3174.7051442910915,51368.71267252196,2724.3764115432873,36418.308657465495,7621.540777917189,14650.61982434128,25582.875784190714,20163.45294855709,24330.680050188206,45832.83312421581,2956.1254705144293,7597.289836888332,12191.076537013801,15848.873274780426,29482.92095357591,3158.082810539523,46409.59598494354,29560.491844416563,8518.664993726474,24928.381430363865,4118.243412797992,20202.31869510665,25303.869510664994,3694.414052697616,33385.77666248431,3337.8770388958596,16633.89711417817,6154.198243412798,42393.45545796738,32347.302383939776,41700.797992471766,3440.7427854454204,14825.2747804266,13951.437892095357,20861.390213299874,25834.720200752825,3787.1618569636134,38309.8017565872,38134.06273525721,8192.963613550815,34385.84692597239,21101.93224592221,53197.65119196989,4351.678795483062,58621.75156838143,3285.440401505646,4665.379310344828,7941.914482758621,10407.212137931034,11893.481931034483,16338.57324137931,15925.870344827586,10580.546206896552,6275.742896551724,10234.244413793103,12372.934620689655,13810.454068965517,18621.175172413794,18819.072,15426.824827586206,5748.594758620689,10663.04,11742.596413793104,13699.09848275862,14310.607448275861,18760.33324137931,15925.826206896552,6970.849103448276,11316.528551724137,9223.750620689656,16144.75475862069,13280.993103448276,16944.61793103448,11516.848551724139,6334.040275862069,10669.797517241379,12208.24275862069,19978.624,19547.33903448276,17855.329103448275,14811.175724137931,7709.801931034483,13783.980137931034,14189.329655172414,19743.78372413793,13911.28275862069,23301.65848275862,13782.329379310344,8756.965517241379,13937.739034482758,18994.53351724138,20067.628137931035,15011.345655172414,21406.331586206896,13286.660413793103
jasons_testNamerhett-delta-spike300_3.tiff,8721.023839397742,14963.051442910915,17184.361355081557,2893.651191969887,52129.46549560853,3296.8431618569634,50646.46424090339,8635.101631116688,8723.27227101631,21653.922208281056,41302.7252195734,34899.57340025094,42443.60351317441,3723.081555834379,8859.543287327479,16179.794228356337,30451.352572145544,32450.810539523212,3946.559598494354,46099.23212045169,34823.30740276035,12565.038895859472,18099.794228356335,3917.892095357591,42546.69008782936,33948.84818067754,4887.769134253451,39504.90338770389,4374.564617314931,20880.76286072773,5041.94730238394,37980.26599749059,45761.92722710163,51448.75282308657,4342.6047678795485,10917.82183186951,22788.61731493099,28303.016311166877,32481.726474278545,4719.136762860728,48503.407779171896,43978.941028858215,11890.10790464241,16005.460476787955,22236.58720200753,44188.225846925976,5826.971141781682,59246.55457967378,3554.288582183187,5994.032551724138,8963.985655172413,9861.526068965517,13949.475310344827,18502.448551724137,17781.561379310344,14664.518620689656,6493.329655172413,10235.12275862069,14958.049103448277,20427.202206896553,23460.404965517242,19160.417103448275,17376.648827586207,8109.214896551724,12169.17627586207,15772.521931034482,20710.16606896552,17109.084689655174,19515.33903448276,18129.054896551723,8081.125517241379,11641.361655172414,11853.629793103448,21803.06979310345,18680.92027586207,20182.647172413792,15191.600551724137,8506.875586206897,13032.169931034483,12359.922758620689,23894.558896551724,24524.190896551725,22925.696,17960.65103448276,9678.592,15848.646620689655,17558.823724137932,21516.654344827588,18595.40303448276,29984.64,18529.054896551723,8320.706206896552,12515.716413793103,18570.160551724137,19252.625655172415,16916.638896551725,26907.780413793105,16341.67172413793
jasons_testNamerhett-delta-spike300_3_newpos_test.tiff,12452.77791718946,16915.15181932246,19135.27728983689,2821.9422835633627,46848.98368883313,2907.4629861982435,38018.870765370135,10229.40025094103,10131.111668757841,23744.48180677541,31684.597239648683,26292.597239648683,34919.70890840652,2835.914680050188,9626.579673776663,16920.491844416563,25699.974905897114,30516.91844416562,3190.2835633626096,37365.84190715182,22504.873274780428,12597.641154328732,17239.126725219572,3245.9322459222085,31780.115432873274,24938.880803011292,3859.9949811794227,26806.504391468006,4404.838143036386,18519.44792973651,3971.3726474278546,31099.984943538268,31494.745294855707,38462.87578419071,3029.841907151819,11927.046424090338,17561.41530740276,19343.37766624843,21251.212045169385,3020.607277289837,32629.500627352572,30822.58469259724,13705.796737766625,14278.263488080302,14420.155583437892,35345.626097867,3783.7892095357593,58148.235884567126,2466.1279799247177,7655.481379310345,10084.396137931035,10239.57627586207,12606.675862068965,15787.948137931035,14650.116413793103,10800.132413793104,7714.590896551724,11020.137931034482,14291.328,16777.291034482758,18589.819586206897,14985.35724137931,12669.537103448276,8815.880827586207,11724.499862068966,14527.382068965517,17209.516137931034,13592.448,15045.83503448276,12899.005793103448,8201.233655172413,10894.61848275862,9733.03172413793,17436.332137931033,13682.105379310346,15278.883310344827,10280.580413793103,8714.341517241379,11003.312551724139,9660.451310344828,17738.363586206895,17041.465379310346,16258.22896551724,12757.74675862069,10232.169931034483,11984.004413793104,11612.027586206896,15469.643034482759,12092.777931034483,21884.040827586206,12952.364137931034,9535.57627586207,10069.398068965516,12553.366068965517,13691.188965517242,13917.607724137932,22563.09848275862,13540.201931034482
jasons_testNamerhett-delta-spike300.tiff,14235.38268506901,16000.963613550815,22520.331242158092,7220.195734002509,45722.579673776665,5059.6135508155585,41749.480552070265,16140.486825595985,23026.790464240905,28958.996235884566,28501.84190715182,26643.914680050188,47019.08155583438,4576.361355081556,15436.647427854454,15807.036386449185,19618.208281053954,32361.294855708908,7816.110414052698,51970.12797992472,30954.519447929735,15996.627352572146,31923.31242158093,9204.115432873275,26445.63111668758,25487.016311166877,9363.513174404015,36374.14303638645,6276.33626097867,21607.106649937265,14651.904642409034,46272.7026348808,35801.39523212045,43380.69761606023,4791.086574654956,32403.41279799247,19100.466750313677,27782.705144291092,40851.9347553325,6748.5872020075285,39505.94730238394,37783.48808030113,11930.499372647428,43489.746549560856,29637.741530740277,57951.37766624843,6617.535759096612,58798.735257214554,4403.151819322459,8268.08496551724,11832.143448275861,12352.891586206897,13483.776,17137.911172413795,18862.000551724137,15058.321655172414,11798.713379310344,15035.952551724138,15512.377379310345,17725.726896551725,21224.889379310345,22162.374620689654,19728.90924137931,11092.135724137932,14703.567448275862,15068.91475862069,17931.489103448275,18147.79144827586,22854.912,20332.040827586206,12255.607172413793,16316.910344827586,13030.263172413794,20266.71668965517,17632.16331034483,21366.920827586207,14849.315310344828,11424.873931034483,15263.863172413792,16444.694068965517,25614.34924137931,23608.028689655173,21733.790896551724,17626.972689655173,14330.822620689654,18457.44551724138,20177.928827586205,27255.556413793103,19378.816,24755.63255172414,15786.478344827587,13906.321655172414,18603.347862068964,23926.316137931033,26146.524689655173,18810.13848275862,24007.459310344828,14947.451586206897
jasons_testNamerhett-delta-spike300_3.tiff,8721.023839397742,14963.051442910915,17184.361355081557,2893.651191969887,52129.46549560853,3296.8431618569634,50646.46424090339,8635.101631116688,8723.27227101631,21653.922208281056,41302.7252195734,34899.57340025094,42443.60351317441,3723.081555834379,8859.543287327479,16179.794228356337,30451.352572145544,32450.810539523212,3946.559598494354,46099.23212045169,34823.30740276035,12565.038895859472,18099.794228356335,3917.892095357591,42546.69008782936,33948.84818067754,4887.769134253451,39504.90338770389,4374.564617314931,20880.76286072773,5041.94730238394,37980.26599749059,45761.92722710163,51448.75282308657,4342.6047678795485,10917.82183186951,22788.61731493099,28303.016311166877,32481.726474278545,4719.136762860728,48503.407779171896,43978.941028858215,11890.10790464241,16005.460476787955,22236.58720200753,44188.225846925976,5826.971141781682,59246.55457967378,3554.288582183187,5994.032551724138,8963.985655172413,9861.526068965517,13949.475310344827,18502.448551724137,17781.561379310344,14664.518620689656,6493.329655172413,10235.12275862069,14958.049103448277,20427.202206896553,23460.404965517242,19160.417103448275,17376.648827586207,8109.214896551724,12169.17627586207,15772.521931034482,20710.16606896552,17109.084689655174,19515.33903448276,18129.054896551723,8081.125517241379,11641.361655172414,11853.629793103448,21803.06979310345,18680.92027586207,20182.647172413792,15191.600551724137,8506.875586206897,13032.169931034483,12359.922758620689,23894.558896551724,24524.190896551725,22925.696,17960.65103448276,9678.592,15848.646620689655,17558.823724137932,21516.654344827588,18595.40303448276,29984.64,18529.054896551723,8320.706206896552,12515.716413793103,18570.160551724137,19252.625655172415,16916.638896551725,26907.780413793105,16341.67172413793
jasons_testNamerhett-delta-spike60_1.tiff,7127.528230865747,7826.629861982434,12427.643663739022,2357.2396486825596,19255.809284818068,2530.5294855708908,12448.321204516938,7903.156838143036,33517.39021329988,15141.018820577165,10683.181932245921,9267.232120451694,15118.132998745295,2326.0025094102884,9216.100376411543,7803.744040150565,16879.23713927227,12731.904642409034,3806.0326223337515,13679.297365119197,7306.599749058971,11558.865746549562,9262.976160602258,2499.29234629862,8793.616060225848,8854.88582183187,2710.082810539523,7144.873274780427,3107.412797992472,8044.005018820577,2504.913425345044,10240.401505646174,11349.159347553325,6555.543287327478,2068.3161856963616,8130.5696361355085,6477.7314930991215,7065.535759096612,7766.163111668758,3199.0363864491846,7173.861982434128,7210.238393977415,8089.375156838143,9553.18444165621,8409.053952321205,12443.94479297365,2946.810539523212,17589.801756587203,2069.7616060225846,4742.267586206896,7742.119724137931,6476.058482758621,7176.456827586207,8172.367448275862,7266.383448275862,4779.281655172414,9278.230068965517,13795.773793103448,10969.842758620689,8334.795034482759,8655.324689655172,7028.259310344828,5196.976551724138,8221.281103448277,11574.563310344827,9348.577103448275,8292.056275862069,6281.7456551724135,6429.890206896552,5139.014620689655,7587.027862068965,6455.013517241379,5653.985103448276,6688.044137931034,5831.627034482759,5329.3726896551725,3630.6096551724136,5074.961655172414,5326.159448275862,4526.30951724138,6350.177103448276,6393.794206896552,4863.744,3615.726344827586,6507.0786206896555,5969.355034482759,5169.893517241379,6187.202206896552,4977.125517241379,5855.964689655172,3803.806896551724,7137.368275862069,6501.23475862069,6614.033655172414,6248.395034482759,5551.368827586207,6686.313931034483,4567.958068965518
jasons_testNamerhett-delta-spike60_2.tiff,8465.425345043916,10280.632371392723,16483.814303638646,6044.26599749059,28112.963613550815,3772.1455457967377,13635.934755332497,7558.424090338771,11567.69887076537,18837.279799247175,14197.480552070263,13318.986198243412,23106.890840652446,3782.5846925972396,7930.057716436638,8887.006273525722,13773.249686323714,20136.873274780428,4528.823086574655,23569.746549560852,10343.668757841908,9345.846925972397,13002.59974905897,5014.4040150564615,14397.651191969888,11623.427854454203,4197.099121706399,10231.086574654955,7114.037641154328,11910.905897114179,4507.382685069008,21038.253450439148,14426.419071518194,15017.917189460477,4015.859473023839,10969.013801756588,13828.537013801757,10723.332496863237,11490.609786700126,4397.450439146801,13120.963613550815,10670.012547051443,6054.062735257215,14494.273525721455,10864.823086574655,26295.48808030113,4850.348808030113,35130.76035131744,4348.948557089084,5878.0954482758625,8569.149793103448,9796.219586206897,9868.023172413794,10951.596137931034,9706.924137931035,5906.855724137931,6473.392551724138,9028.696275862068,10816.388413793104,10772.974344827586,11626.107586206897,10541.550344827587,7557.2259310344825,6399.064275862069,8207.589517241378,9751.004689655172,10787.323586206896,9450.178206896551,10071.587310344828,7881.516137931035,7681.257931034483,8374.536827586207,7387.577379310344,10835.451586206897,7969.262344827586,8255.947034482759,5605.958620689656,8073.396965517241,9682.273103448277,8545.747862068965,10856.236137931035,9797.40248275862,8502.55448275862,6606.936275862069,7833.3616551724135,11196.04524137931,9704.35972413793,10493.563586206896,7096.284689655173,10773.680551724137,6416.384,6070.324965517241,9012.68303448276,10773.768827586207,11296.026482758622,10043.652413793103,12735.324689655172,7437.360551724138
jasons_testNamerhett-delta-spike300_3_newpos_test.tiff,R1C3G1,1961.435382685069,3468.3586206896553,-1506.9232380045862,R1C5G1,16892.24592220828,9990.082206896552,6902.163715311728,R2C2G1,4030.474278544542,4203.665655172414,-173.1913766278717,R2C3G1,6855.668757841907,4589.665103448276,2266.003654393631,R2C6G1,23843.332496863237,14061.974068965517,9781.35842789772,R3C4G1,10140.587202007528,8562.952827586207,1577.634374421321,R3C6G1,25726.47427854454,14560.079448275863,11166.394830268679,R4C2G1,5407.237139272271,5603.539862068966,-196.30272279669498,R5C4G1,4371.031367628607,8471.251862068966,-4100.220494440359,R6C1G1,1986.0878293601004,2254.7597241379312,-268.67189477783086,R7C2G1,2253.811794228356,2844.01875862069,-590.2069643923337,R7C4G1,13997.851944792974,9500.354206896553,4497.497737896421,R7C6G1,14636.245922208282,12520.192,2116.0539222082825,R1C1G2,2553.1744040150566,2531.398620689655,21.775783325401335,R1C7G2,2727.5884567126727,12073.542620689655,-9345.954163976983,R2C1G2,5509.621079046424,3576.1611034482758,1933.459975598148,R2C4G2,10522.17816813049,7648.843034482758,2873.335133647731,R3C3G2,5149.350062735257,6005.7688275862065,-856.4187648509496,R4C1G2,3941.259723964868,3648.0529655172413,293.2067584476267,R4C4G2,12925.350062735257,7952.3663448275865,4972.98371790767,R5C5G2,18829.410288582185,10993.743448275862,7835.666840306323,R5C6G2,4120.010037641155,9333.47751724138,-5213.467479600225,R6C2G2,3817.7565872020077,4266.972689655172,-449.21610245316424,R6C3G2,6793.877038895859,7220.471172413793,-426.5941335179341,R7C1G2,1804.6875784190715,2197.839448275862,-393.15186985679065,R1C2G3,2779.4629861982435,2397.978482758621,381.4845034396226,R2C5G3,10399.638644918445,10789.86151724138,-390.22287232293456,R3C1G3,3335.146800501882,3302.5059310344827,32.64086946739917,R3C2G3,3966.95608531995,4185.317517241379,-218.36143192142936,R3C7G3,30324.91844416562,17422.190344827588,12902.728099338034,R4C5G3,17428.958594730237,10942.88772413793,6486.070870592306,R4C7G3,31522.99121706399,17329.27117241379,14193.7200446502,R5C2G3,6185.2747804266,6242.198068965517,-56.923288538917404,R5C3G3,7534.815558343789,6697.330758620689,837.4847997231,R6C4G3,12203.764115432874,10001.752275862069,2202.011839570805,R6C6G3,19428.416562107905,11429.102344827586,7999.314217280318,R6C7G3,21232.58218318695,15601.761103448276,5630.821079738675,R7C3G3,4675.6135508155585,5653.415724137931,-977.8021733223723,R1C4G4,12880.542032622334,7251.252965517241,5629.289067105093,R1C6G4,19337.23462986198,10070.739862068966,9266.494767793016,R2C7G4,31226.47929736512,16534.585379310345,14691.893918054775,R3C5G4,17154.0878293601,11495.936,5658.151829360102,R4C3G4,4381.872020075282,5954.153931034482,-1572.2819109592,R4C6G4,3419.0614805520704,9697.085793103448,-6278.024312551377,R5C1G4,3626.3989962358846,3460.537379310345,165.8616169255397,R5C7G4,30941.470514429107,17503.00248275862,13438.468031670487,R6C5G4,18060.56712672522,11812.254896551724,6248.312230173495,R7C5G4,14554.419071518194,10175.54096551724,4378.878106000953,R7C7G4,35022.65495608532,14025.948689655172,20996.706266430145
